filename,filepath,class,urgency,type,source_file
original_52633-3-0-9.wav,../data/processed/audio/original_52633-3-0-9.wav,Dog Bark,2,original,52633-3-0-9.wav
original_49808-3-0-6.wav,../data/processed/audio/original_49808-3-0-6.wav,Dog Bark,2,original,49808-3-0-6.wav
original_189846-3-1-0.wav,../data/processed/audio/original_189846-3-1-0.wav,Dog Bark,2,original,189846-3-1-0.wav
original_200161-3-6-3.wav,../data/processed/audio/original_200161-3-6-3.wav,Dog Bark,2,original,200161-3-6-3.wav
original_77233-3-0-67.wav,../data/processed/audio/original_77233-3-0-67.wav,Dog Bark,2,original,77233-3-0-67.wav
original_158607-3-1-0.wav,../data/processed/audio/original_158607-3-1-0.wav,Dog Bark,2,original,158607-3-1-0.wav
original_166421-3-0-5.wav,../data/processed/audio/original_166421-3-0-5.wav,Dog Bark,2,original,166421-3-0-5.wav
original_101281-3-0-0.wav,../data/processed/audio/original_101281-3-0-0.wav,Dog Bark,2,original,101281-3-0-0.wav
original_72220-3-2-4.wav,../data/processed/audio/original_72220-3-2-4.wav,Dog Bark,2,original,72220-3-2-4.wav
original_114280-3-0-0.wav,../data/processed/audio/original_114280-3-0-0.wav,Dog Bark,2,original,114280-3-0-0.wav
original_82024-3-0-5.wav,../data/processed/audio/original_82024-3-0-5.wav,Dog Bark,2,original,82024-3-0-5.wav
original_9031-3-3-0.wav,../data/processed/audio/original_9031-3-3-0.wav,Dog Bark,2,original,9031-3-3-0.wav
original_86284-3-0-0.wav,../data/processed/audio/original_86284-3-0-0.wav,Dog Bark,2,original,86284-3-0-0.wav
original_79584-3-0-8.wav,../data/processed/audio/original_79584-3-0-8.wav,Dog Bark,2,original,79584-3-0-8.wav
original_2-116400-A-0.wav,../data/processed/audio/original_2-116400-A-0.wav,Dog Bark,2,original,2-116400-A-0.wav
original_197080-3-0-1.wav,../data/processed/audio/original_197080-3-0-1.wav,Dog Bark,2,original,197080-3-0-1.wav
original_20285-3-0-0.wav,../data/processed/audio/original_20285-3-0-0.wav,Dog Bark,2,original,20285-3-0-0.wav
original_34871-3-6-0.wav,../data/processed/audio/original_34871-3-6-0.wav,Dog Bark,2,original,34871-3-6-0.wav
original_103076-3-2-0.wav,../data/processed/audio/original_103076-3-2-0.wav,Dog Bark,2,original,103076-3-2-0.wav
original_99185-3-0-0.wav,../data/processed/audio/original_99185-3-0-0.wav,Dog Bark,2,original,99185-3-0-0.wav
original_30832-3-5-1.wav,../data/processed/audio/original_30832-3-5-1.wav,Dog Bark,2,original,30832-3-5-1.wav
original_155488-3-3-1.wav,../data/processed/audio/original_155488-3-3-1.wav,Dog Bark,2,original,155488-3-3-1.wav
original_175917-3-1-1.wav,../data/processed/audio/original_175917-3-1-1.wav,Dog Bark,2,original,175917-3-1-1.wav
original_180052-3-0-0.wav,../data/processed/audio/original_180052-3-0-0.wav,Dog Bark,2,original,180052-3-0-0.wav
original_174026-3-1-1.wav,../data/processed/audio/original_174026-3-1-1.wav,Dog Bark,2,original,174026-3-1-1.wav
original_18581-3-1-3.wav,../data/processed/audio/original_18581-3-1-3.wav,Dog Bark,2,original,18581-3-1-3.wav
original_203128-3-9-0.wav,../data/processed/audio/original_203128-3-9-0.wav,Dog Bark,2,original,203128-3-9-0.wav
original_173993-3-0-52.wav,../data/processed/audio/original_173993-3-0-52.wav,Dog Bark,2,original,173993-3-0-52.wav
original_116485-3-2-4.wav,../data/processed/audio/original_116485-3-2-4.wav,Dog Bark,2,original,116485-3-2-4.wav
original_71700-3-4-0.wav,../data/processed/audio/original_71700-3-4-0.wav,Dog Bark,2,original,71700-3-4-0.wav
original_51027-3-0-7.wav,../data/processed/audio/original_51027-3-0-7.wav,Dog Bark,2,original,51027-3-0-7.wav
original_165567-3-0-0.wav,../data/processed/audio/original_165567-3-0-0.wav,Dog Bark,2,original,165567-3-0-0.wav
original_7383-3-0-0.wav,../data/processed/audio/original_7383-3-0-0.wav,Dog Bark,2,original,7383-3-0-0.wav
original_117048-3-0-23.wav,../data/processed/audio/original_117048-3-0-23.wav,Dog Bark,2,original,117048-3-0-23.wav
original_97193-3-0-4.wav,../data/processed/audio/original_97193-3-0-4.wav,Dog Bark,2,original,97193-3-0-4.wav
original_95404-3-0-1.wav,../data/processed/audio/original_95404-3-0-1.wav,Dog Bark,2,original,95404-3-0-1.wav
original_44831-3-0-0.wav,../data/processed/audio/original_44831-3-0-0.wav,Dog Bark,2,original,44831-3-0-0.wav
original_77233-3-0-7.wav,../data/processed/audio/original_77233-3-0-7.wav,Dog Bark,2,original,77233-3-0-7.wav
original_109711-3-2-4.wav,../data/processed/audio/original_109711-3-2-4.wav,Dog Bark,2,original,109711-3-2-4.wav
original_65749-3-1-14.wav,../data/processed/audio/original_65749-3-1-14.wav,Dog Bark,2,original,65749-3-1-14.wav
original_163459-3-0-0.wav,../data/processed/audio/original_163459-3-0-0.wav,Dog Bark,2,original,163459-3-0-0.wav
original_110918-3-0-40.wav,../data/processed/audio/original_110918-3-0-40.wav,Dog Bark,2,original,110918-3-0-40.wav
original_164312-3-3-0.wav,../data/processed/audio/original_164312-3-3-0.wav,Dog Bark,2,original,164312-3-3-0.wav
original_69661-3-0-14.wav,../data/processed/audio/original_69661-3-0-14.wav,Dog Bark,2,original,69661-3-0-14.wav
original_190996-3-0-8.wav,../data/processed/audio/original_190996-3-0-8.wav,Dog Bark,2,original,190996-3-0-8.wav
original_110688-3-0-17.wav,../data/processed/audio/original_110688-3-0-17.wav,Dog Bark,2,original,110688-3-0-17.wav
original_61077-3-0-0.wav,../data/processed/audio/original_61077-3-0-0.wav,Dog Bark,2,original,61077-3-0-0.wav
original_55013-3-0-1.wav,../data/processed/audio/original_55013-3-0-1.wav,Dog Bark,2,original,55013-3-0-1.wav
original_4-199261-A-0.wav,../data/processed/audio/original_4-199261-A-0.wav,Dog Bark,2,original,4-199261-A-0.wav
original_118101-3-0-6.wav,../data/processed/audio/original_118101-3-0-6.wav,Dog Bark,2,original,118101-3-0-6.wav
original_38236-3-2-2.wav,../data/processed/audio/original_38236-3-2-2.wav,Dog Bark,2,original,38236-3-2-2.wav
original_101415-3-0-8.wav,../data/processed/audio/original_101415-3-0-8.wav,Dog Bark,2,original,101415-3-0-8.wav
original_3-180977-A-0.wav,../data/processed/audio/original_3-180977-A-0.wav,Dog Bark,2,original,3-180977-A-0.wav
original_29936-3-3-0.wav,../data/processed/audio/original_29936-3-3-0.wav,Dog Bark,2,original,29936-3-3-0.wav
original_49809-3-4-0.wav,../data/processed/audio/original_49809-3-4-0.wav,Dog Bark,2,original,49809-3-4-0.wav
original_33696-3-0-0.wav,../data/processed/audio/original_33696-3-0-0.wav,Dog Bark,2,original,33696-3-0-0.wav
original_31325-3-1-1.wav,../data/processed/audio/original_31325-3-1-1.wav,Dog Bark,2,original,31325-3-1-1.wav
original_27349-3-0-2.wav,../data/processed/audio/original_27349-3-0-2.wav,Dog Bark,2,original,27349-3-0-2.wav
original_125791-3-0-12.wav,../data/processed/audio/original_125791-3-0-12.wav,Dog Bark,2,original,125791-3-0-12.wav
original_1-30344-A-0.wav,../data/processed/audio/original_1-30344-A-0.wav,Dog Bark,2,original,1-30344-A-0.wav
original_157695-3-0-8.wav,../data/processed/audio/original_157695-3-0-8.wav,Dog Bark,2,original,157695-3-0-8.wav
original_26256-3-7-36.wav,../data/processed/audio/original_26256-3-7-36.wav,Dog Bark,2,original,26256-3-7-36.wav
original_160575-3-0-0.wav,../data/processed/audio/original_160575-3-0-0.wav,Dog Bark,2,original,160575-3-0-0.wav
original_161922-3-1-6.wav,../data/processed/audio/original_161922-3-1-6.wav,Dog Bark,2,original,161922-3-1-6.wav
original_61077-3-2-0.wav,../data/processed/audio/original_61077-3-2-0.wav,Dog Bark,2,original,61077-3-2-0.wav
original_70168-3-1-13.wav,../data/processed/audio/original_70168-3-1-13.wav,Dog Bark,2,original,70168-3-1-13.wav
original_144885-3-0-0.wav,../data/processed/audio/original_144885-3-0-0.wav,Dog Bark,2,original,144885-3-0-0.wav
original_137803-3-0-1.wav,../data/processed/audio/original_137803-3-0-1.wav,Dog Bark,2,original,137803-3-0-1.wav
original_191687-3-0-15.wav,../data/processed/audio/original_191687-3-0-15.wav,Dog Bark,2,original,191687-3-0-15.wav
original_73373-3-0-0.wav,../data/processed/audio/original_73373-3-0-0.wav,Dog Bark,2,original,73373-3-0-0.wav
original_74513-3-0-6.wav,../data/processed/audio/original_74513-3-0-6.wav,Dog Bark,2,original,74513-3-0-6.wav
original_9032-3-2-0.wav,../data/processed/audio/original_9032-3-2-0.wav,Dog Bark,2,original,9032-3-2-0.wav
original_180256-3-0-3.wav,../data/processed/audio/original_180256-3-0-3.wav,Dog Bark,2,original,180256-3-0-3.wav
original_102547-3-0-8.wav,../data/processed/audio/original_102547-3-0-8.wav,Dog Bark,2,original,102547-3-0-8.wav
original_166421-3-0-29.wav,../data/processed/audio/original_166421-3-0-29.wav,Dog Bark,2,original,166421-3-0-29.wav
original_193394-3-0-7.wav,../data/processed/audio/original_193394-3-0-7.wav,Dog Bark,2,original,193394-3-0-7.wav
original_187378-3-0-7.wav,../data/processed/audio/original_187378-3-0-7.wav,Dog Bark,2,original,187378-3-0-7.wav
original_110918-3-0-26.wav,../data/processed/audio/original_110918-3-0-26.wav,Dog Bark,2,original,110918-3-0-26.wav
original_173994-3-0-45.wav,../data/processed/audio/original_173994-3-0-45.wav,Dog Bark,2,original,173994-3-0-45.wav
original_190996-3-0-1.wav,../data/processed/audio/original_190996-3-0-1.wav,Dog Bark,2,original,190996-3-0-1.wav
original_180257-3-0-4.wav,../data/processed/audio/original_180257-3-0-4.wav,Dog Bark,2,original,180257-3-0-4.wav
original_113785-3-0-0.wav,../data/processed/audio/original_113785-3-0-0.wav,Dog Bark,2,original,113785-3-0-0.wav
original_121888-3-0-0.wav,../data/processed/audio/original_121888-3-0-0.wav,Dog Bark,2,original,121888-3-0-0.wav
original_5-9032-A-0.wav,../data/processed/audio/original_5-9032-A-0.wav,Dog Bark,2,original,5-9032-A-0.wav
original_128470-3-0-1.wav,../data/processed/audio/original_128470-3-0-1.wav,Dog Bark,2,original,128470-3-0-1.wav
original_150341-3-1-0.wav,../data/processed/audio/original_150341-3-1-0.wav,Dog Bark,2,original,150341-3-1-0.wav
original_22973-3-0-0.wav,../data/processed/audio/original_22973-3-0-0.wav,Dog Bark,2,original,22973-3-0-0.wav
original_128030-3-2-0.wav,../data/processed/audio/original_128030-3-2-0.wav,Dog Bark,2,original,128030-3-2-0.wav
original_42371-3-0-0.wav,../data/processed/audio/original_42371-3-0-0.wav,Dog Bark,2,original,42371-3-0-0.wav
original_47926-3-3-0.wav,../data/processed/audio/original_47926-3-3-0.wav,Dog Bark,2,original,47926-3-3-0.wav
original_102842-3-1-5.wav,../data/processed/audio/original_102842-3-1-5.wav,Dog Bark,2,original,102842-3-1-5.wav
original_102842-3-1-6.wav,../data/processed/audio/original_102842-3-1-6.wav,Dog Bark,2,original,102842-3-1-6.wav
original_72829-3-0-0.wav,../data/processed/audio/original_72829-3-0-0.wav,Dog Bark,2,original,72829-3-0-0.wav
original_197075-3-1-1.wav,../data/processed/audio/original_197075-3-1-1.wav,Dog Bark,2,original,197075-3-1-1.wav
original_138015-3-0-5.wav,../data/processed/audio/original_138015-3-0-5.wav,Dog Bark,2,original,138015-3-0-5.wav
original_63932-3-0-1.wav,../data/processed/audio/original_63932-3-0-1.wav,Dog Bark,2,original,63932-3-0-1.wav
original_65381-3-0-3.wav,../data/processed/audio/original_65381-3-0-3.wav,Dog Bark,2,original,65381-3-0-3.wav
original_33849-3-2-0.wav,../data/processed/audio/original_33849-3-2-0.wav,Dog Bark,2,original,33849-3-2-0.wav
original_174873-3-5-12.wav,../data/processed/audio/original_174873-3-5-12.wav,Dog Bark,2,original,174873-3-5-12.wav
original_69661-3-0-29.wav,../data/processed/audio/original_69661-3-0-29.wav,Dog Bark,2,original,69661-3-0-29.wav
original_27349-3-0-6.wav,../data/processed/audio/original_27349-3-0-6.wav,Dog Bark,2,original,27349-3-0-6.wav
original_207962-3-2-0.wav,../data/processed/audio/original_207962-3-2-0.wav,Dog Bark,2,original,207962-3-2-0.wav
original_71312-3-0-2.wav,../data/processed/audio/original_71312-3-0-2.wav,Dog Bark,2,original,71312-3-0-2.wav
original_54823-3-1-0.wav,../data/processed/audio/original_54823-3-1-0.wav,Dog Bark,2,original,54823-3-1-0.wav
original_9031-3-1-0.wav,../data/processed/audio/original_9031-3-1-0.wav,Dog Bark,2,original,9031-3-1-0.wav
original_50613-3-0-0.wav,../data/processed/audio/original_50613-3-0-0.wav,Dog Bark,2,original,50613-3-0-0.wav
original_164312-3-0-0.wav,../data/processed/audio/original_164312-3-0-0.wav,Dog Bark,2,original,164312-3-0-0.wav
original_43784-3-1-0.wav,../data/processed/audio/original_43784-3-1-0.wav,Dog Bark,2,original,43784-3-1-0.wav
original_180256-3-0-2.wav,../data/processed/audio/original_180256-3-0-2.wav,Dog Bark,2,original,180256-3-0-2.wav
original_1-30226-A-0.wav,../data/processed/audio/original_1-30226-A-0.wav,Dog Bark,2,original,1-30226-A-0.wav
original_184725-3-0-2.wav,../data/processed/audio/original_184725-3-0-2.wav,Dog Bark,2,original,184725-3-0-2.wav
original_204773-3-9-0.wav,../data/processed/audio/original_204773-3-9-0.wav,Dog Bark,2,original,204773-3-9-0.wav
original_52171-3-6-1.wav,../data/processed/audio/original_52171-3-6-1.wav,Dog Bark,2,original,52171-3-6-1.wav
original_174026-3-2-2.wav,../data/processed/audio/original_174026-3-2-2.wav,Dog Bark,2,original,174026-3-2-2.wav
original_82024-3-0-4.wav,../data/processed/audio/original_82024-3-0-4.wav,Dog Bark,2,original,82024-3-0-4.wav
original_82811-3-4-0.wav,../data/processed/audio/original_82811-3-4-0.wav,Dog Bark,2,original,82811-3-4-0.wav
original_54545-3-0-1.wav,../data/processed/audio/original_54545-3-0-1.wav,Dog Bark,2,original,54545-3-0-1.wav
original_196127-3-0-1.wav,../data/processed/audio/original_196127-3-0-1.wav,Dog Bark,2,original,196127-3-0-1.wav
original_72723-3-0-0.wav,../data/processed/audio/original_72723-3-0-0.wav,Dog Bark,2,original,72723-3-0-0.wav
original_175915-3-0-1.wav,../data/processed/audio/original_175915-3-0-1.wav,Dog Bark,2,original,175915-3-0-1.wav
original_207962-3-1-0.wav,../data/processed/audio/original_207962-3-1-0.wav,Dog Bark,2,original,207962-3-1-0.wav
original_24965-3-3-0.wav,../data/processed/audio/original_24965-3-3-0.wav,Dog Bark,2,original,24965-3-3-0.wav
original_47926-3-1-0.wav,../data/processed/audio/original_47926-3-1-0.wav,Dog Bark,2,original,47926-3-1-0.wav
original_7965-3-16-0.wav,../data/processed/audio/original_7965-3-16-0.wav,Dog Bark,2,original,7965-3-16-0.wav
original_71700-3-3-2.wav,../data/processed/audio/original_71700-3-3-2.wav,Dog Bark,2,original,71700-3-3-2.wav
original_139948-3-4-0.wav,../data/processed/audio/original_139948-3-4-0.wav,Dog Bark,2,original,139948-3-4-0.wav
original_175915-3-1-8.wav,../data/processed/audio/original_175915-3-1-8.wav,Dog Bark,2,original,175915-3-1-8.wav
original_51022-3-30-4.wav,../data/processed/audio/original_51022-3-30-4.wav,Dog Bark,2,original,51022-3-30-4.wav
original_204919-3-1-0.wav,../data/processed/audio/original_204919-3-1-0.wav,Dog Bark,2,original,204919-3-1-0.wav
original_155309-3-0-0.wav,../data/processed/audio/original_155309-3-0-0.wav,Dog Bark,2,original,155309-3-0-0.wav
original_52171-3-2-0.wav,../data/processed/audio/original_52171-3-2-0.wav,Dog Bark,2,original,52171-3-2-0.wav
original_72537-3-0-8.wav,../data/processed/audio/original_72537-3-0-8.wav,Dog Bark,2,original,72537-3-0-8.wav
original_164311-3-0-0.wav,../data/processed/audio/original_164311-3-0-0.wav,Dog Bark,2,original,164311-3-0-0.wav
original_112195-3-0-80.wav,../data/processed/audio/original_112195-3-0-80.wav,Dog Bark,2,original,112195-3-0-80.wav
original_84317-3-0-0.wav,../data/processed/audio/original_84317-3-0-0.wav,Dog Bark,2,original,84317-3-0-0.wav
original_102102-3-0-0.wav,../data/processed/audio/original_102102-3-0-0.wav,Dog Bark,2,original,102102-3-0-0.wav
original_115537-3-0-0.wav,../data/processed/audio/original_115537-3-0-0.wav,Dog Bark,2,original,115537-3-0-0.wav
original_57553-3-0-0.wav,../data/processed/audio/original_57553-3-0-0.wav,Dog Bark,2,original,57553-3-0-0.wav
original_4-183992-A-0.wav,../data/processed/audio/original_4-183992-A-0.wav,Dog Bark,2,original,4-183992-A-0.wav
original_105088-3-0-11.wav,../data/processed/audio/original_105088-3-0-11.wav,Dog Bark,2,original,105088-3-0-11.wav
original_137803-3-0-0.wav,../data/processed/audio/original_137803-3-0-0.wav,Dog Bark,2,original,137803-3-0-0.wav
original_100652-3-0-3.wav,../data/processed/audio/original_100652-3-0-3.wav,Dog Bark,2,original,100652-3-0-3.wav
original_165567-3-3-0.wav,../data/processed/audio/original_165567-3-3-0.wav,Dog Bark,2,original,165567-3-3-0.wav
original_69883-3-0-5.wav,../data/processed/audio/original_69883-3-0-5.wav,Dog Bark,2,original,69883-3-0-5.wav
original_344-3-1-0.wav,../data/processed/audio/original_344-3-1-0.wav,Dog Bark,2,original,344-3-1-0.wav
original_171464-3-2-0.wav,../data/processed/audio/original_171464-3-2-0.wav,Dog Bark,2,original,171464-3-2-0.wav
original_7383-3-0-1.wav,../data/processed/audio/original_7383-3-0-1.wav,Dog Bark,2,original,7383-3-0-1.wav
original_174873-3-5-13.wav,../data/processed/audio/original_174873-3-5-13.wav,Dog Bark,2,original,174873-3-5-13.wav
original_7913-3-1-0.wav,../data/processed/audio/original_7913-3-1-0.wav,Dog Bark,2,original,7913-3-1-0.wav
original_31325-3-4-0.wav,../data/processed/audio/original_31325-3-4-0.wav,Dog Bark,2,original,31325-3-4-0.wav
original_44110-3-1-0.wav,../data/processed/audio/original_44110-3-1-0.wav,Dog Bark,2,original,44110-3-1-0.wav
original_176258-3-1-13.wav,../data/processed/audio/original_176258-3-1-13.wav,Dog Bark,2,original,176258-3-1-13.wav
original_38231-3-2-0.wav,../data/processed/audio/original_38231-3-2-0.wav,Dog Bark,2,original,38231-3-2-0.wav
original_59800-3-0-0.wav,../data/processed/audio/original_59800-3-0-0.wav,Dog Bark,2,original,59800-3-0-0.wav
original_203440-3-0-1.wav,../data/processed/audio/original_203440-3-0-1.wav,Dog Bark,2,original,203440-3-0-1.wav
original_29937-3-0-6.wav,../data/processed/audio/original_29937-3-0-6.wav,Dog Bark,2,original,29937-3-0-6.wav
original_1-101336-A-30.wav,../data/processed/audio/original_1-101336-A-30.wav,Door Knock,2,original,1-101336-A-30.wav
aug_stretch_fast_1-101336-A-30.wav,../data/processed/audio/aug_stretch_fast_1-101336-A-30.wav,Door Knock,2,augmented,1-101336-A-30.wav
aug_pitch_low_1-101336-A-30.wav,../data/processed/audio/aug_pitch_low_1-101336-A-30.wav,Door Knock,2,augmented,1-101336-A-30.wav
aug_noise_inject_1-101336-A-30.wav,../data/processed/audio/aug_noise_inject_1-101336-A-30.wav,Door Knock,2,augmented,1-101336-A-30.wav
original_1-103995-A-30.wav,../data/processed/audio/original_1-103995-A-30.wav,Door Knock,2,original,1-103995-A-30.wav
aug_stretch_fast_1-103995-A-30.wav,../data/processed/audio/aug_stretch_fast_1-103995-A-30.wav,Door Knock,2,augmented,1-103995-A-30.wav
aug_pitch_low_1-103995-A-30.wav,../data/processed/audio/aug_pitch_low_1-103995-A-30.wav,Door Knock,2,augmented,1-103995-A-30.wav
aug_noise_inject_1-103995-A-30.wav,../data/processed/audio/aug_noise_inject_1-103995-A-30.wav,Door Knock,2,augmented,1-103995-A-30.wav
original_1-103999-A-30.wav,../data/processed/audio/original_1-103999-A-30.wav,Door Knock,2,original,1-103999-A-30.wav
aug_stretch_fast_1-103999-A-30.wav,../data/processed/audio/aug_stretch_fast_1-103999-A-30.wav,Door Knock,2,augmented,1-103999-A-30.wav
aug_pitch_low_1-103999-A-30.wav,../data/processed/audio/aug_pitch_low_1-103999-A-30.wav,Door Knock,2,augmented,1-103999-A-30.wav
aug_noise_inject_1-103999-A-30.wav,../data/processed/audio/aug_noise_inject_1-103999-A-30.wav,Door Knock,2,augmented,1-103999-A-30.wav
original_1-26188-A-30.wav,../data/processed/audio/original_1-26188-A-30.wav,Door Knock,2,original,1-26188-A-30.wav
aug_stretch_fast_1-26188-A-30.wav,../data/processed/audio/aug_stretch_fast_1-26188-A-30.wav,Door Knock,2,augmented,1-26188-A-30.wav
aug_pitch_low_1-26188-A-30.wav,../data/processed/audio/aug_pitch_low_1-26188-A-30.wav,Door Knock,2,augmented,1-26188-A-30.wav
aug_noise_inject_1-26188-A-30.wav,../data/processed/audio/aug_noise_inject_1-26188-A-30.wav,Door Knock,2,augmented,1-26188-A-30.wav
original_1-52290-A-30.wav,../data/processed/audio/original_1-52290-A-30.wav,Door Knock,2,original,1-52290-A-30.wav
aug_stretch_fast_1-52290-A-30.wav,../data/processed/audio/aug_stretch_fast_1-52290-A-30.wav,Door Knock,2,augmented,1-52290-A-30.wav
aug_pitch_low_1-52290-A-30.wav,../data/processed/audio/aug_pitch_low_1-52290-A-30.wav,Door Knock,2,augmented,1-52290-A-30.wav
aug_noise_inject_1-52290-A-30.wav,../data/processed/audio/aug_noise_inject_1-52290-A-30.wav,Door Knock,2,augmented,1-52290-A-30.wav
original_1-81001-A-30.wav,../data/processed/audio/original_1-81001-A-30.wav,Door Knock,2,original,1-81001-A-30.wav
aug_stretch_fast_1-81001-A-30.wav,../data/processed/audio/aug_stretch_fast_1-81001-A-30.wav,Door Knock,2,augmented,1-81001-A-30.wav
aug_pitch_low_1-81001-A-30.wav,../data/processed/audio/aug_pitch_low_1-81001-A-30.wav,Door Knock,2,augmented,1-81001-A-30.wav
aug_noise_inject_1-81001-A-30.wav,../data/processed/audio/aug_noise_inject_1-81001-A-30.wav,Door Knock,2,augmented,1-81001-A-30.wav
original_1-81001-B-30.wav,../data/processed/audio/original_1-81001-B-30.wav,Door Knock,2,original,1-81001-B-30.wav
aug_stretch_fast_1-81001-B-30.wav,../data/processed/audio/aug_stretch_fast_1-81001-B-30.wav,Door Knock,2,augmented,1-81001-B-30.wav
aug_pitch_low_1-81001-B-30.wav,../data/processed/audio/aug_pitch_low_1-81001-B-30.wav,Door Knock,2,augmented,1-81001-B-30.wav
